Question ID,Question,Answer
491,The expression `-22 * -33 == 726` evaluates to True,TRUE
492,The expression `sum(x for x in range(15)) == 225` evaluates to True,FALSE
493,The expression `sum(x for x in range(7)) == 49` evaluates to True,FALSE
494,secrets module is preferred for cryptographic randomness,TRUE
495,The expression `'python'[::-1] == ('nohtyp'999)` evaluates to True,FALSE
496,The expression `19 * -39 == -741` evaluates to True,TRUE
497,The expression [ [0]*2 ]*2 creates two independent lists,FALSE
498,An async function can be called directly without awaiting and it runs to completion immediately,FALSE
499,The expression `47 * -7 == -329` evaluates to True,TRUE
500,The expression `sum(x for x in range(5)) == 25` evaluates to True,FALSE
